-90 1.01199e-06
-89 7.79201e-07
-88 5.91267e-07
-87 4.4306e-07
-86 3.29668e-07
-85 2.46588e-07
-84 1.89817e-07
-83 1.55709e-07
-82 1.41137e-07
-81 1.43438e-07
-80 1.60655e-07
-79 1.918e-07
-78 2.3701e-07
-77 2.9827e-07
-76 3.79856e-07
-75 4.83355e-07
-74 6.09087e-07
-73 7.57449e-07
-72 9.29046e-07
-71 1.12449e-06
-70 1.34292e-06
-69 1.58416e-06
-68 1.8467e-06
-67 2.13037e-06
-66 2.43362e-06
-65 2.75486e-06
-64 3.08969e-06
-63 3.43019e-06
-62 3.7728e-06
-61 4.1297e-06
-60 4.53137e-06
-59 5.04466e-06
-58 5.80339e-06
-57 6.83472e-06
-56 8.14027e-06
-55 9.72906e-06
-54 1.16105e-05
-53 1.38042e-05
-52 1.62934e-05
-51 1.9087e-05
-50 2.21684e-05
-49 2.55672e-05
-48 2.92819e-05
-47 3.33307e-05
-46 3.76541e-05
-45 4.20948e-05
-44 4.64514e-05
-43 5.06482e-05
-42 5.46815e-05
-41 5.84981e-05
-40 6.2144e-05
-39 6.55829e-05
-38 6.88288e-05
-37 7.18449e-05
-36 7.46184e-05
-35 7.71488e-05
-34 7.9434e-05
-33 8.14404e-05
-32 8.32013e-05
-31 8.47666e-05
-30 8.62633e-05
-29 8.7726e-05
-28 8.91533e-05
-27 9.05438e-05
-26 9.18962e-05
-25 9.32091e-05
-24 9.44812e-05
-23 9.57114e-05
-22 9.68983e-05
-21 9.80409e-05
-20 9.9138e-05
-19 0.000100189
-18 0.000101192
-17 0.000102146
-16 0.000103051
-15 0.000103906
-14 0.00010471
-13 0.000105461
-12 0.00010616
-11 0.000106806
-10 0.000107398
-9 0.000107935
-8 0.000108417
-7 0.000108844
-6 0.000109214
-5 0.000109529
-4 0.000109787
-3 0.000109988
-2 0.000110132
-1 0.000110218
0 0.000110248
