-90 1.00056e-06
-89 7.63679e-07
-88 5.70534e-07
-87 4.15766e-07
-86 2.94185e-07
-85 2.00953e-07
-84 1.31643e-07
-83 8.20684e-08
-82 4.84148e-08
-81 2.71162e-08
-80 1.49994e-08
-79 9.37901e-09
-78 7.89038e-09
-77 8.64054e-09
-76 1.0329e-08
-75 1.24293e-08
-74 1.49686e-08
-73 1.80731e-08
-72 2.19297e-08
-71 2.68308e-08
-70 3.32604e-08
-69 4.16559e-08
-68 5.20268e-08
-67 6.4366e-08
-66 7.87054e-08
-65 9.50475e-08
-64 1.13361e-07
-63 1.33544e-07
-62 1.55468e-07
-61 1.79014e-07
-60 2.04124e-07
-59 2.30559e-07
-58 2.5811e-07
-57 2.86097e-07
-56 3.13585e-07
-55 3.39794e-07
-54 3.64555e-07
-53 3.87704e-07
-52 4.09158e-07
-51 4.28996e-07
-50 4.47033e-07
-49 4.63408e-07
-48 4.78996e-07
-47 4.96117e-07
-46 5.20633e-07
-45 5.8175e-07
-44 9.56865e-07
-43 1.79296e-06
-42 3.07651e-06
-41 4.80191e-06
-40 6.9652e-06
-39 9.65758e-06
-38 1.27874e-05
-37 1.64393e-05
-36 2.04926e-05
-35 2.49879e-05
-34 2.99383e-05
-33 3.53908e-05
-32 4.13908e-05
-31 4.77623e-05
-30 5.40974e-05
-29 6.00864e-05
-28 6.58011e-05
-27 7.10559e-05
-26 7.5979e-05
-25 8.05309e-05
-24 8.47119e-05
-23 8.85081e-05
-22 9.18903e-05
-21 9.48153e-05
-20 9.73754e-05
-19 9.94305e-05
-18 0.000101036
-17 0.000102146
-16 0.000103051
-15 0.000103906
-14 0.00010471
-13 0.000105461
-12 0.00010616
-11 0.000106806
-10 0.000107398
-9 0.000107935
-8 0.000108417
-7 0.000108844
-6 0.000109214
-5 0.000109529
-4 0.000109787
-3 0.000109988
-2 0.000110132
-1 0.000110218
0 0.000110248
